id,type,category,name_c,name_j,name_e,obtainedFrom,buy,sell,themes,series,DIY,diyInfoMaterials,diyInfoObtainedFrom,diyInfoSourceNotes,filename,version
4949,homeStyle,壁紙,綠色油漆木牆,みどりのペイントウッドのかべ,green painted-wood wall,Nook商店,1650,412,"['奇幻', '兒童房']",無,False,,,,RoomTexWallPaintWood01,1.0.0
4950,homeStyle,地板,甲板地板,かんぱんのゆか,ship deck,Nook商店,4000,1000,['大海'],無,False,,,,RoomTexFloorSeaView00,1.0.0
4951,homeStyle,地板,混凝土地板,コンクリートのゆか,concrete flooring,Nook商店,820,205,"['車庫', '設施']",無,False,,,,RoomTexFloorConcrete00,1.0.0
4952,homeStyle,地板,綠色塑膠地板,グリーンラバーのゆか,green rubber flooring,Nook商店,850,212,"['健身', '學校']",無,False,,,,RoomTexFloorRubber00,1.0.0
4953,homeStyle,地板,阿拉伯式地板,アラベスクなゆか,arabesque flooring,Nook商店,2120,530,"['富裕', '客廳']",無,False,,,,RoomTexFloorArabesque00,1.0.0
4954,homeStyle,地板,藍色塑膠地板,ブルーラバーのゆか,blue rubber flooring,Nook商店,850,212,"['健身', '學校']",無,False,,,,RoomTexFloorRubber01,1.0.0
4955,homeStyle,地板,巧拼地墊地板,ジョイントマットのゆか,jointed-mat flooring,Nook商店,1050,262,"['學校', '兒童房']",無,False,,,,RoomTexFloorJointMat00,1.0.0
4956,homeStyle,地板,粉嫩巧拼地板,パステルパズルのゆか,pastel puzzle flooring,Nook商店,1450,362,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorPuzzleMat00,1.0.0
4957,homeStyle,地板,彩色巧拼地板,カラフルパズルのゆか,colorful puzzle flooring,Nook商店,1450,362,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorPuzzleMat01,1.0.0
4958,homeStyle,地板,玫瑰地板,バラのじゅうたん,rose flooring,Nook商店,2200,550,"['奇幻', '富裕']",無,False,,,,RoomTexFloorRoseCarpet00,1.0.0
4959,homeStyle,地板,豹紋地板,レオパードなゆか,leopard-print flooring,Nook商店,1300,325,"['派對', '奇幻']",無,False,,,,RoomTexFloorAnimal00,1.0.0
4960,homeStyle,地板,鐵板地板,てっぱんのゆか,steel flooring,DIY,,5250,"['車庫', '設施']",無,True,"[{'count': 7, 'itemName': '鐵礦石'}]",['自戀型村民'],,RoomTexFloorSteel00,1.0.0
4961,homeStyle,地板,長頸鹿紋地板,ジラフなゆか,giraffe-print flooring,Nook商店,1300,325,"['派對', '奇幻']",無,False,,,,RoomTexFloorAnimal01,1.0.0
4962,homeStyle,地板,斑馬紋地板,ゼブラなゆか,zebra-print flooring,Nook商店,1300,325,"['派對', '奇幻']",無,False,,,,RoomTexFloorAnimal02,1.0.0
4963,homeStyle,地板,條紋地板,ストライプなゆか,stripe flooring,Nook商店,1200,300,"['客廳', '兒童房']",無,False,,,,RoomTexFloorStripe00,1.0.0
4964,homeStyle,地板,竹子地板,バンブーなゆか,bamboo flooring,DIY,,2400,['東洋風'],竹子,True,"[{'count': 15, 'itemName': '竹子材料'}]",['暴躁型村民'],,RoomTexFloorBamboo00,1.0.0
4965,homeStyle,地板,米色摩洛哥磚地板,ベージュのモロッカンタイルゆか,beige desert-tile flooring,Nook商店,2100,525,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorMorocco00,1.0.0
4966,homeStyle,地板,藍色摩洛哥磚地板,ブルーのモロッカンタイルゆか,blue desert-tile flooring,Nook商店,2100,525,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorMorocco01,1.0.0
4967,homeStyle,地板,藤編地板,ラタンのゆか,rattan flooring,Nook商店,1100,275,"['設施', '商店']",藤編,False,,,,RoomTexFloorRattan00,1.0.0
4968,homeStyle,地板,月球表面地板,げつめんのゆか,lunar surface,DIY,,7500,['宇宙'],星星,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],,RoomTexFloorLunar00,1.0.0
4969,homeStyle,地板,軟木地板,コルクフローリング,cork flooring,Nook商店,1500,375,"['學校', '音樂']",無,False,,,,RoomTexFloorCork00,1.0.0
4970,homeStyle,地板,沙灘地板,すなはまのゆか,sandy-beach flooring,DIY,,4120,['大海'],無,True,"[{'count': 1, 'itemName': '鐘螺殼'}, {'count': 1, 'itemName': '骨螺殼'}, {'count': 1, 'itemName': '沙錢'}, {'count': 1, 'itemName': '珊瑚'}, {'count': 1, 'itemName': '扇貝殼'}]",['運動型村民'],,RoomTexFloorSand00,1.0.0
4971,homeStyle,地板,陶磚地板,テラコッタタイルのゆか,terra-cotta flooring,Nook商店,1800,450,"['設施', '商店']",無,False,,,,RoomTexFloorTileTerracotta00,1.0.0
4972,homeStyle,地板,麻葉紋磚地板,あさのはタイルのゆか,hexagonal floral flooring,Nook商店,860,215,"['東洋風', '商店']",無,False,,,,RoomTexFloorHempTile00,1.0.0
4973,homeStyle,地板,不規則方形磚地板,ランダムスクエアタイルのゆか,random-square-tile flooring,Nook商店,1360,340,"['設施', '商店']",無,False,,,,RoomTexFloorSquareTile00,1.0.0
4974,homeStyle,地板,白色磚塊地板,しろレンガのゆか,white-brick flooring,Nook商店,1040,260,"['設施', '商店']",無,False,,,,RoomTexFloorBrick00,1.0.0
4975,homeStyle,地板,紅色磚塊地板,あかレンガのゆか,red-brick flooring,Nook商店,1040,260,"['設施', '商店']",無,False,,,,RoomTexFloorBrick01,1.0.0
4976,homeStyle,地板,黑色磚塊地板,くろレンガのゆか,black-brick flooring,Nook商店,1040,260,"['設施', '商店']",無,False,,,,RoomTexFloorBrick02,1.0.0
4977,homeStyle,地板,花紋草蓆,はなござ,floral rush-mat flooring,駱嵐,3000,750,"['奇幻', '東洋風']",無,False,,,,RoomTexFloorRush00,1.0.0
4978,homeStyle,地板,碎石地板,たまじゃりのゆか,gravel flooring,駱嵐,3000,750,"['庭園', '設施']",無,False,,,,RoomTexFloorGravel00,1.0.0
4979,homeStyle,地板,草坪地板,しばふのゆか,backyard lawn,DIY,,600,['庭園'],無,True,"[{'count': 30, 'itemName': '雜草'}]",['活力型村民'],,RoomTexFloorLawn00,1.0.0
4980,homeStyle,地板,旱田地板,はたけのゆか,field flooring,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexFloorFarm00,1.0.0
4981,homeStyle,地板,土壤地板,つちのゆか,dirt flooring,駱嵐,3000,750,"['庭園', '戶外']",無,False,,,,RoomTexFloorCottonSoil00,1.0.0
4982,homeStyle,地板,職業摔角地板,プロレスのゆか,boxing-ring mat,駱嵐,3000,750,['健身'],無,False,,,,RoomTexFloorWrestling00,1.0.0
4983,homeStyle,地板,沙漠地板,さばくなゆか,Saharah's desert,駱嵐,3000,750,['民藝'],無,False,,,,RoomTexFloorDesert00,1.0.0
4984,homeStyle,地板,曠野地板,こうやのゆか,western desert,駱嵐,3000,750,"['民藝', '恐怖']",無,False,,,,RoomTexFloorWilderness00,1.0.0
4985,homeStyle,地板,空地地板,あきちのゆか,sandlot,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexFloorEmptyLot00,1.0.0
4986,homeStyle,地板,金錢地板,マネーなゆか,money flooring,DIY,,25000,['富裕'],無,True,"[{'count': 50000, 'itemName': '鈴錢'}]",['成熟型村民'],,RoomTexFloorBill00,1.0.0
4987,homeStyle,地板,立方嵌木地板,キュービックなよせぎのゆか,cubic parquet flooring,Nook商店,1500,375,"['客廳', '兒童房']",無,False,,,,RoomTexFloorHoneycombWood00,1.0.0
4988,homeStyle,地板,畫室地板,アトリエのゆか,paintball flooring,駱嵐,3000,750,"['車庫', '設施']",無,False,,,,RoomTexFloorAtelier00,1.0.0
4989,homeStyle,地板,滑雪場地板,ゲレンデのゆか,ski-slope flooring,DIY,,3200,['嚴寒'],無,True,"[{'count': 8, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得,RoomTexFloorGelande00,1.0.0
4990,homeStyle,地板,楓葉地板,こうようのゆか,colored-leaves flooring,DIY,,4300,['庭園'],樹果‧落葉,True,"[{'count': 10, 'itemName': '楓葉'}, {'count': 15, 'itemName': '雜草'}]",['氣球'],僅在楓葉季節期間獲得,RoomTexFloorAutumun00,1.0.0
4991,homeStyle,地板,淺色嵌木地板,ライトなよせぎざいくのゆか,light wood-pattern flooring,Nook商店,1500,375,"['客廳', '商店']",無,False,,,,RoomTexFloorSimpleParquet00,1.0.0
4992,homeStyle,地板,深色嵌木地板,ダークなよせぎざいくのゆか,dark wood-pattern flooring,Nook商店,1500,375,"['客廳', '商店']",無,False,,,,RoomTexFloorSimpleParquet01,1.0.0
4993,homeStyle,地板,花式馬賽克磚,フローラルなモザイクタイル,floral mosaic-tile flooring,Nook商店,1080,270,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorMosaicTile00,1.0.0
4994,homeStyle,地板,菱格紋磚地板,アーガイルなタイルのゆか,argyle tile flooring,Nook商店,1750,437,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorTileWood00,1.0.0
4995,homeStyle,地板,拼花磚地板,パッチワークタイルのゆか,patchwork-tile flooring,Nook商店,2100,525,"['富裕', '商店']",無,False,,,,RoomTexFloorPatchworkTile00,1.0.0
4996,homeStyle,地板,賽車賽道地板,レーストラックのゆか,racetrack flooring,駱嵐,3000,750,"['健身', '學校']",無,False,,,,RoomTexFloorAthletics00,1.0.0
4997,homeStyle,地板,停車場地板,パーキングのゆか,parking flooring,駱嵐,3000,750,['設施'],無,False,,,,RoomTexFloorParking00,1.0.0
4998,homeStyle,地板,弧形磚塊地板,アーチレンガのゆか,arched-brick flooring,Nook商店,1100,275,"['設施', '商店']",無,False,,,,RoomTexFloorArchBrick00,1.0.0
4999,homeStyle,地板,蜂蜜地板,ハチミツなゆか,honeycomb flooring,DIY,,3000,"['奇幻', '設施']",無,True,"[{'count': 5, 'itemName': '蜂巢'}]",['運動型村民'],,RoomTexFloorHoney00,1.0.0
5000,homeStyle,地板,紅色簡約地板,あかいシンプルカーペット,simple red flooring,Nook商店,1500,375,"['書房', '富裕']",無,False,,,,RoomTexFloorSimpleCarpet00,1.0.0
5001,homeStyle,地板,藍色簡約地板,あおいシンプルカーペット,simple blue flooring,Nook商店,1500,375,"['書房', '客廳']",無,False,,,,RoomTexFloorSimpleCarpet01,1.0.0
5003,homeStyle,地板,紫色簡約地板,むらさきのシンプルカーペット,simple purple flooring,Nook商店,1500,375,"['書房', '富裕']",無,False,,,,RoomTexFloorSimpleCarpet03,1.0.0
5004,homeStyle,地板,白色簡約地板,しろいシンプルカーペット,simple white flooring,Nook商店,1500,375,"['客廳', '商店']",無,False,,,,RoomTexFloorSimpleCarpet04,1.0.0
5005,homeStyle,地板,草原地板,そうげんのゆか,daisy meadow,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexFloorGrassland00,1.0.0
5006,homeStyle,地板,花草地板,くさばなのじゅうたん,wildflower meadow,駱嵐,3000,750,"['庭園', '奇幻']",無,False,,,,RoomTexFloorGrassland01,1.0.0
5007,homeStyle,地板,斑馬線地板,おうだんほどうのゆか,crosswalk flooring,駱嵐,3000,750,['設施'],無,False,,,,RoomTexFloorSidewalk00,1.0.0
5008,homeStyle,地板,人行道地板,ほどうのゆか,sidewalk flooring,駱嵐,3000,750,"['商店', '設施']",無,False,,,,RoomTexFloorSidewalk01,1.0.0
5009,homeStyle,地板,車站月台地板,えきのホームなゆか,train-station flooring,駱嵐,3000,750,['設施'],無,False,,,,RoomTexFloorPlatform00,1.0.0
5010,homeStyle,地板,全向十字路口,スクランブルこうさてん,scramble crosswalk,駱嵐,3000,750,['設施'],無,False,,,,RoomTexFloorScramble00,1.0.0
5011,homeStyle,地板,地底地板,ちていのゆか,dig-site flooring,駱嵐,3000,750,"['庭園', '恐怖']",無,False,,,,RoomTexFloorStratum00,1.0.0
5012,homeStyle,地板,王朝地板,おうちょうなゆか,imperial tile,駱嵐,3000,750,['富裕'],無,False,,,,RoomTexFloorDynasty00,1.0.0
5013,homeStyle,地板,相撲擂台,どひょう,sumo ring,駱嵐,3000,750,"['健身', '東洋風']",無,False,,,,RoomTexFloorArena00,1.0.0
5015,homeStyle,地板,迷彩地板,めいさいのゆか,camo flooring,Nook商店,1320,330,"['派對', '兒童房']",無,False,,,,RoomTexFloorCamouflage00,1.0.0
5016,homeStyle,地板,藍色迷彩地板,ブルーめいさいのゆか,blue camo flooring,Nook商店,1320,330,"['派對', '兒童房']",無,False,,,,RoomTexFloorCamouflage01,1.0.0
5017,homeStyle,地板,紫色迷彩地板,パープルめいさいのゆか,purple camo flooring,Nook商店,1320,330,"['派對', '兒童房']",無,False,,,,RoomTexFloorCamouflage02,1.0.0
5018,homeStyle,地板,常見地板,よくあるゆかいた,common flooring,Nook商店,720,180,"['客廳', '學校']",無,False,,,,RoomTexFloorCommon00,1.0.0
5019,homeStyle,地板,松木地板,パインざいフローリング,pine-board flooring,Nook商店,2500,625,"['客廳', '兒童房']",無,False,,,,RoomTexFloorSimple00,1.0.0
5020,homeStyle,地板,白色馬賽克磚地板,しろいモザイクタイルのゆか,white mosaic-tile flooring,Nook商店,900,225,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorTile00,1.0.0
5021,homeStyle,地板,黃金地板,おうごんのゆか,golden flooring,DIY,,40000,"['富裕', '恐怖']",黃金,True,"[{'count': 4, 'itemName': '金礦石'}]",['自戀型村民'],,RoomTexFloorGold00,1.0.0
5022,homeStyle,地板,淺色拼花地板,ライトなパーケットフローリング,light parquet flooring,Nook商店,1560,390,"['客廳', '商店']",無,False,,,,RoomTexFloorCountry00,1.0.0
5023,homeStyle,地板,灰階配色點點地板,モノクロドットカーペット,monochromatic dot flooring,Nook商店,800,200,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorDot00,1.0.0
5024,homeStyle,地板,波浪圖案地板,なみもようのゆか,marine pop flooring,Nook商店,2020,505,"['兒童房', '奇幻']",無,False,,,,RoomTexFloorFishPop00,1.0.0
5025,homeStyle,地板,深色拼花地板,ダークなパーケットフローリング,dark parquet flooring,Nook商店,1560,390,['客廳'],無,False,,,,RoomTexFloorCountry01,1.0.0
5026,homeStyle,地板,薄荷綠點點地板,ミントドットカーペット,mint dot flooring,Nook商店,800,200,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorDot01,1.0.0
5027,homeStyle,地板,紅色點點地板,レッドドットカーペット,red dot flooring,Nook商店,800,200,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorDot02,1.0.0
5028,homeStyle,地板,藍色點點地板,ブルードットカーペット,blue dot flooring,Nook商店,800,200,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorDot04,1.0.0
5030,homeStyle,地板,水面地板,みなものゆか,water flooring,DIY,,7200,['大海'],無,True,"[{'count': 6, 'itemName': '夏天貝殼'}]",['氣球'],僅在夏季期間獲得,RoomSpFloorWater00,1.0.0
5031,homeStyle,地板,石板地板,フラッグストーンなゆか,flagstone flooring,Nook商店,1700,425,"['商店', '設施']",無,False,,,,RoomTexFloorFlagStone00,1.0.0
5032,homeStyle,地板,原木地板,しらきのフローリング,birch flooring,Nook商店,800,200,"['客廳', '兒童房']",無,False,,,,RoomTexFloorBirch00,1.0.0
5033,homeStyle,地板,自然風地板磚塊,ナチュラルフローリングブロック,natural-block flooring,Nook商店,1380,345,['學校'],無,False,,,,RoomTexFloorParquet00,1.0.0
5034,homeStyle,地板,大廳地板,ロビーのゆか,lobby flooring,駱嵐,3000,750,"['設施', '派對']",無,False,,,,RoomTexFloorLobby00,1.0.0
5035,homeStyle,地板,深色地板磚塊,ダークなフローリングブロック,dark-block flooring,Nook商店,1380,345,['學校'],無,False,,,,RoomTexFloorParquet01,1.0.0
5036,homeStyle,地板,水藍色馬賽克磚地板,みずいろモザイクタイルのゆか,aqua tile flooring,Nook商店,900,225,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorTile01,1.0.0
5037,homeStyle,地板,彩色馬賽克磚地板,カラフルモザイクタイルのゆか,colorful mosaic-tile flooring,Nook商店,900,225,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorTile02,1.0.0
5038,homeStyle,地板,棕色六角磚地板,ブラウンハニカムタイルのゆか,brown honeycomb tile,Nook商店,1420,355,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorHoneycomb00,1.0.0
5039,homeStyle,地板,榻榻米,たたみ,tatami,Nook商店,2200,550,"['東洋風', '客廳']",無,False,,,,RoomTexFloorTatami00,1.0.0
5040,homeStyle,地板,藍色六角磚地板,ブルーハニカムタイルのゆか,blue honeycomb tile,Nook商店,1420,355,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorHoneycomb01,1.0.0
5041,homeStyle,地板,綠色六角磚地板,グリーンハニカムタイルのゆか,green honeycomb tile,Nook商店,1420,355,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorHoneycomb02,1.0.0
5042,homeStyle,地板,白色六角磚地板,ホワイトハニカムタイルのゆか,white honeycomb tile,Nook商店,1420,355,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorHoneycomb03,1.0.0
5043,homeStyle,地板,橘色復古地板,オレンジレトロなゆか,orange retro flooring,Nook商店,1540,385,"['廚房', '商店']",無,False,,,,RoomTexFloorKitchen00,1.0.0
5044,homeStyle,地板,拼木地板,ミックスウッドのフローリング,modern wood flooring,Nook商店,1280,320,"['客廳', '兒童房']",無,False,,,,RoomTexFloorMixwood00,1.0.0
5045,homeStyle,地板,綠色復古地板,グリーンレトロなゆか,green retro flooring,Nook商店,1540,385,"['廚房', '商店']",無,False,,,,RoomTexFloorKitchen01,1.0.0
5046,homeStyle,地板,灰階配色塑膠磚地板,モノクロピータイル,gray vinyl flooring,Nook商店,1150,287,['富裕'],無,False,,,,RoomTexFloorTileChecker00,1.0.0
5047,homeStyle,地板,紅黑色塑膠磚地板,あかくろピータイル,red-and-black vinyl flooring,Nook商店,1150,287,['富裕'],無,False,,,,RoomTexFloorTileChecker01,1.0.0
5048,homeStyle,地板,綠色塑膠磚地板,みどりのピータイル,green vinyl flooring,Nook商店,1150,287,['富裕'],無,False,,,,RoomTexFloorTileChecker02,1.0.0
5049,homeStyle,地板,木節地板,ふしありフローリング,wooden-knot flooring,Nook商店,780,195,"['客廳', '兒童房']",無,False,,,,RoomTexFloorCedar00,1.0.0
5050,homeStyle,地板,黑巧克力地板,ビターチョコアソートなゆか,dark-chocolates flooring,駱嵐,3000,750,['奇幻'],無,False,,,,RoomTexFloorChocolate00,1.0.0
5051,homeStyle,地板,宮殿地板,きゅうでんのゆか,palace tile,駱嵐,3000,750,"['富裕', '民藝']",無,False,,,,RoomTexFloorPalace00,1.0.0
5052,homeStyle,地板,白巧克力地板,ホワイトチョコアソートなゆか,white-chocolates flooring,駱嵐,3000,750,['奇幻'],無,False,,,,RoomTexFloorChocolate01,1.0.0
5053,homeStyle,地板,草莓巧克力地板,いちごチョコアソートなゆか,berry-chocolates flooring,駱嵐,3000,750,['奇幻'],無,False,,,,RoomTexFloorChocolate02,1.0.0
5054,homeStyle,地板,金字塔地板,ピラミッドのゆか,pyramid tile,駱嵐,3000,750,['民藝'],無,False,,,,RoomTexFloorEgypt00,1.0.0
5056,homeStyle,地板,櫻花木地板,さくらのウッドフローリング,sakura-wood flooring,DIY,,3200,"['兒童房', '奇幻']",無,True,"[{'count': 5, 'itemName': '櫻花花瓣'}, {'count': 10, 'itemName': '木材'}]",['氣球'],僅在櫻花季節期間獲得,RoomTexFloorSolidWood00,1.0.0
5057,homeStyle,地板,藍色油漆地板,あおいペイントフローリング,blue-paint flooring,Nook商店,1040,260,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorPaintWood00,1.0.0
5058,homeStyle,地板,綠色油漆地板,みどりのペイントフローリング,green-paint flooring,Nook商店,1040,260,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorPaintWood01,1.0.0
5059,homeStyle,地板,粉紅色油漆地板,ピンクのペイントフローリング,pink-paint flooring,Nook商店,1040,260,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorPaintWood02,1.0.0
5060,homeStyle,地板,白色油漆地板,しろいペイントフローリング,white-paint flooring,Nook商店,1040,260,"['客廳', '兒童房']",無,False,,,,RoomTexFloorPaintWood03,1.0.0
5061,homeStyle,地板,淺色人字斜紋地板,ライトなヘリンボーンのゆか,light herringbone flooring,Nook商店,1200,300,"['客廳', '商店']",無,False,,,,RoomTexFloorHerringbone00,1.0.0
5062,homeStyle,地板,深色人字斜紋地板,ダークなヘリンボーンのゆか,dark herringbone flooring,Nook商店,1200,300,"['客廳', '商店']",無,False,,,,RoomTexFloorHerringbone01,1.0.0
5063,homeStyle,地板,玫瑰木地板,ローズウッドのゆか,rosewood flooring,Nook商店,2420,605,"['富裕', '客廳']",無,False,,,,RoomTexFloorRoseWood00,1.0.0
5064,homeStyle,地板,金色鑄鐵拼花地板,きんのアイアンパーケットのゆか,gold iron-parquet flooring,Nook商店,2350,587,"['富裕', '客廳']",無,False,,,,RoomTexFloorParquetIron00,1.0.0
5065,homeStyle,地板,銀色鑄鐵拼花地板,ぎんのアイアンパーケットのゆか,brown iron-parquet flooring,Nook商店,2350,587,"['富裕', '客廳']",無,False,,,,RoomTexFloorParquetIron01,1.0.0
5066,homeStyle,地板,黑色鑄鐵拼花地板,くろいアイアンパーケットのゆか,black iron-parquet flooring,Nook商店,2350,587,"['富裕', '客廳']",無,False,,,,RoomTexFloorParquetIron02,1.0.0
5067,homeStyle,地板,灰階配色拼接地板,モノクロパネルカーペット,monochromatic tile flooring,Nook商店,1620,405,"['書房', '客廳']",無,False,,,,RoomTexFloorPanel00,1.0.0
5068,homeStyle,地板,彩色拼接地板,カラフルパネルカーペット,colorful tile flooring,Nook商店,1620,405,"['客廳', '兒童房']",無,False,,,,RoomTexFloorPanel01,1.0.0
5069,homeStyle,地板,大理石地板,だいりせきのゆか,stone tile,Nook商店,3000,750,"['富裕', '設施']",無,False,,,,RoomTexFloorMarble00,1.0.0
5070,homeStyle,地板,可愛油漆地板,キュートなペイントフローリング,cute-paint flooring,Nook商店,2200,550,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorColorfulWood00,1.0.0
5071,homeStyle,地板,酷感油漆地板,クールなペイントフローリング,cool-paint flooring,Nook商店,2200,550,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorColorfulWood01,1.0.0
5073,homeStyle,地板,黃色花朵地板,きいろいフラワーフローリング,yellow floral flooring,Nook商店,1520,380,"['商店', '客廳']",無,False,,,,RoomTexFloorDecoWood00,1.0.0
5074,homeStyle,地板,藍色花朵地板,あおいフラワーフローリング,blue floral flooring,Nook商店,1520,380,"['商店', '客廳']",無,False,,,,RoomTexFloorDecoWood01,1.0.0
5075,homeStyle,地板,茶色花朵地板,ちゃいろいフラワーフローリング,brown floral flooring,Nook商店,1520,380,"['商店', '客廳']",無,False,,,,RoomTexFloorDecoWood02,1.0.0
5076,homeStyle,地板,庸俗地板,キッチュなゆか,kitschy tile,Nook商店,1280,320,['派對'],無,False,,,,RoomTexFloorKitschTile00,1.0.0
5077,homeStyle,地板,無邊榻榻米,ふちなしたたみ,tatami flooring,Nook商店,2200,550,"['東洋風', '客廳']",無,False,,,,RoomTexFloorTatamiPanel00,1.0.0
5078,homeStyle,地板,燈心草無邊榻榻米,いぐさのふちなしたたみ,rush tatami flooring,Nook商店,2200,550,"['東洋風', '客廳']",無,False,,,,RoomTexFloorTatamiPanel01,1.0.0
5079,homeStyle,地板,燈心草榻榻米,いぐさのたたみ,rush tatami,Nook商店,2200,550,"['東洋風', '客廳']",無,False,,,,RoomTexFloorTatami01,1.0.0
5080,homeStyle,地板,灰色菱格紋磚地板,グレーのアーガイルタイルゆか,gray argyle-tile flooring,Nook商店,1440,360,"['富裕', '設施']",無,False,,,,RoomTexFloorArgyleTile00,1.0.0
5081,homeStyle,地板,棕色菱格紋磚地板,ブラウンのアーガイルタイルゆか,brown argyle-tile flooring,Nook商店,1440,360,"['富裕', '設施']",無,False,,,,RoomTexFloorArgyleTile01,1.0.0
5082,homeStyle,地板,主機板地板,きばんのゆか,circuit-board flooring,駱嵐,3000,750,['設施'],無,False,,,,RoomTexFloorGeek00,1.0.0
5163,homeStyle,地板,橡膠磚地板,ゴムタイルのゆか,rubber-tile flooring,Nook商店,700,175,"['設施', '商店']",無,False,,,,RoomTexFloorRubberTile00,1.0.0
5164,homeStyle,壁紙,蘑菇壁紙,キノコのかべがみ,mush wall,DIY,,21400,['奇幻'],蘑菇,True,"[{'count': 1, 'itemName': '出色蘑菇'}, {'count': 1, 'itemName': '圓形蘑菇'}, {'count': 1, 'itemName': '瘦小蘑菇'}, {'count': 1, 'itemName': '扁平蘑菇'}]",['氣球'],僅在蘑菇季節期間獲得,RoomTexWallMush00,1.0.0
5215,homeStyle,壁紙,灰泥矮牆,しっくいのへい,mortar wall,駱嵐,3000,750,['東洋風'],無,False,,,,RoomTexWallPlaster00,1.0.0
5216,homeStyle,壁紙,石板牆,いしのかべ,stone wall,DIY,,1500,"['恐怖', '設施']",無,True,"[{'count': 10, 'itemName': '石頭'}]",['自戀型村民'],,RoomTexWallBasement00,1.0.0
5217,homeStyle,壁紙,麥稈牆,ストローなかべ,straw wall,駱嵐,3000,750,['民藝'],無,False,,,,RoomTexWallStraw00,1.0.0
5218,homeStyle,壁紙,辦公室牆,オフィスのかべ,office wall,駱嵐,3000,750,['辦公室'],無,False,,,,RoomTexWallOffice00,1.0.0
5221,homeStyle,壁紙,街頭藝術牆,ストリートアートのかべ,street-art wall,駱嵐,3000,750,['車庫'],無,False,,,,RoomTexWallStreetArt00,1.0.0
5222,homeStyle,壁紙,地層壁紙,ちそうのかべがみ,dig-site wall,駱嵐,3000,750,"['庭園', '恐怖']",無,False,,,,RoomTexWallStratum00,1.0.0
5223,homeStyle,壁紙,樹海牆,じゅかいなかべ,woodland wall,DIY,,1380,"['恐怖', '設施']",無,True,"[{'count': 15, 'itemName': '雜草'}, {'count': 9, 'itemName': '軟木材'}]",['普通型村民'],,RoomTexWallJukai00,1.0.0
5224,homeStyle,壁紙,宮牆,おうちょうのかべ,imperial wall,駱嵐,3000,750,['富裕'],無,False,,,,RoomTexWallDynasty00,1.0.0
5225,homeStyle,壁紙,廢墟牆,はいきょのかべ,ramshackle wall,駱嵐,3000,750,['恐怖'],無,False,,,,RoomTexWallRuins00,1.0.0
5226,homeStyle,壁紙,派對壁紙,パーティーなかべがみ,party wall,活動：玩家生日,,370,"['派對', '奇幻']",無,False,,,,RoomTexWallParty00,1.0.0
5227,homeStyle,壁紙,練功房牆,けいこべやのかべ,dojo wall,駱嵐,3000,750,"['健身', '東洋風']",無,False,,,,RoomTexWallBaseboards00,1.0.0
5228,homeStyle,壁紙,遺跡牆,いせきのかべ,ruins wall,駱嵐,3000,750,"['恐怖', '民藝']",無,False,,,,RoomTexWallRemains00,1.0.0
5229,homeStyle,壁紙,垃圾堆牆,ゴミのやまなかべ,garbage-heap wall,DIY,,120,"['車庫', '恐怖']",無,True,"[{'count': 2, 'itemName': '空罐'}, {'count': 2, 'itemName': '長靴'}, {'count': 2, 'itemName': '輪胎'}]",['釣魚'],釣到十五個垃圾,RoomTexWallGarbage00,1.0.0
5230,homeStyle,壁紙,聖誕牆,クリスマスなかべ,Jingle wall,DIY,,2500,"['奇幻', '派對']",聖誕節,True,"[{'count': 5, 'itemName': '紅色裝飾品'}, {'count': 5, 'itemName': '藍色裝飾品'}, {'count': 5, 'itemName': '金色裝飾品'}, {'count': 5, 'itemName': '黏土'}]",['氣球'],僅在聖誕季節期間獲得,RoomSpWallXmas00,1.0.0
