id,type,name_c,name_j,name_e,buy,sell,category,tag,themes,series,interact,size,obtainedFrom,DIY,diyInfoMaterials,diyInfoObtainedFrom,diyInfoSourceNotes,bodyTitle,patternTitle,bodyCustomize,patternCustomize,filename,version,variations
1326,furnitures,骨骼標本,こっかくひょうほん,skeleton,3900,975,家具,醫院,"['學校', '恐怖']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrSchoolSkeleton,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1328,furnitures,學校桌子,がっこうのつくえ,school desk,1100,275,家具,書桌,['學校'],無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrSchoolTableS_Remake_0_0,1.0.0,"{'bodys': {'自然色×銀色': '0', '棕色×白色': '1', '淺棕色×黑色': '2', '白色×紅色': '3', '灰色×藍色': '4', '米色×綠色': '5'}, 'pattrens': {}}"
1329,furnitures,演講台,こうえんだい,podium,3400,850,家具,書桌,['學校'],無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrLectern,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1330,furnitures,講桌,きょうたく,basic teacher's desk,2000,500,家具,書桌,['學校'],無,False,2x1,Nook商店,False,,,,無,無,False,False,FtrSchoolTeachertable_Remake_0_0,1.0.0,"{'bodys': {'標準': '0', '木質': '1', '低調色': '2'}, 'pattrens': {}}"
1348,furnitures,倉鼠籠,ハムスターのかご,hamster cage,870,217,小物件,動物,['客廳'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrHamstercage_Remake_0_0,1.0.0,"{'bodys': {'藍色': '0', '粉紅色': '1', '黃色': '2', '紅色': '3', '棕色': '4'}, 'pattrens': {}}"
1411,furnitures,地球儀,ちきゅうぎ,globe,1800,450,小物件,太空,"['兒童房', '學校']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrGlobe_Remake_0_0,1.0.0,"{'bodys': {'標準': '0', '棕褐色': '1', '冷色': '2'}, 'pattrens': {}}"
1412,furnitures,攝影棚錄影機,テレビカメラ,TV camera,14000,3500,家具,設施裝飾,"['設施', '演唱會']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrCameraTV_Remake_0_0,1.0.0,"{'bodys': {'黑色': '0', '白色': '1'}, 'pattrens': {}}"
1429,furnitures,炊火,たきび,campfire,,30,家具,壁爐,['戶外'],無,True,1x1,DIY,True,"[{'count': 3, 'itemName': '樹枝'}]",['狸克'],在遊戲開始時完成自己的DIY工作坊後從狸克獲得,無,無,False,False,FtrBonfire,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1430,furnitures,營火,キャンプファイア,bonfire,,1230,家具,壁爐,['戶外'],無,True,2x2,DIY,True,"[{'count': 1, 'itemName': '炊火'}, {'count': 10, 'itemName': '木材'}]","['暴躁型村民', '狸克']",,無,無,False,False,FtrCampfire,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1432,furnitures,油燈,ランタン,lantern,1900,475,小物件,燈,['戶外'],無,True,1x1,起始物品,False,,,,無,無,False,False,FtrLantern_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '綠色': '2', '黃色': '3', '粉紅色': '4', '淺藍色': '5', '黑色': '6', '金色': '7'}, 'pattrens': {}}"
1433,furnitures,野營飯盒,はんごう,campfire cookware,900,225,家具,廚房用品,['戶外'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrMesstin,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1434,furnitures,睡袋,シュラフ,sleeping bag,1400,350,家具,床鋪,['戶外'],無,True,2x1,Nook商店,False,,,,無,無,False,False,FtrSleepingbag_Remake_0_0,1.0.0,"{'bodys': {'綠色': '0', '黑色': '1', '藍色': '2', '橘色': '3', '黃色': '4', '紫色': '5', '白色': '6', '紅色': '7'}, 'pattrens': {}}"
1439,furnitures,隕石,いんせき,asteroid,,4000,家具,太空,"['宇宙', '設施']",無,True,1x1,DIY,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '石頭'}]",['傅珂'],,無,無,False,False,FtrMeteo,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1440,furnitures,登月艙,ちゃくりくせん,lunar lander,,16250,家具,太空,['宇宙'],無,False,2x2,DIY,True,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 15, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrModule,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1441,furnitures,火箭,ロケット,rocket,,20000,家具,太空,['宇宙'],無,False,2x1,DIY,True,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 20, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrRocket,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1442,furnitures,月球車,げつめんいどうしゃ,lunar rover,,12580,家具,太空,['宇宙'],無,False,2x2,DIY,True,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '鐵礦石'}, {'count': 4, 'itemName': '輪胎'}]",['傅珂'],,無,無,False,False,FtrMoonrover,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1443,furnitures,人工衛星,じんこうえいせい,satellite,,16250,家具,太空,['宇宙'],無,True,2x1,DIY,True,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 15, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrSatellite,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1444,furnitures,太空梭,スペースシャトル,space shuttle,,10000,家具,太空,['宇宙'],無,True,2x1,DIY,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrShuttle,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1445,furnitures,太空人,アストロノーツ,astronaut suit,,6250,家具,太空,['宇宙'],無,False,1x1,DIY,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 5, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrSpacesuit,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1447,furnitures,飛碟,そらとぶえんばん,flying saucer,,15000,家具,太空,['宇宙'],無,True,2x2,DIY,True,"[{'count': 15, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrUFO,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1449,furnitures,大提琴,チェロ,cello,130000,32500,家具,樂器,"['音樂', '富裕']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrCello_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '白色': '1', '黑色': '2'}, 'pattrens': {}}"
1452,furnitures,舉重椅,プレスベンチ,weight bench,5400,1350,家具,運動,['健身'],無,True,2x1,Nook商店,False,,,,無,無,False,False,FtrPressbench,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1456,furnitures,拳擊鐘,ゴング,judge's bell,920,230,小物件,運動,['健身'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrGong,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1495,furnitures,洋娃娃,おにんぎょう,dolly,1600,400,小物件,玩具,"['兒童房', '奇幻']",無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrDoll_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '綠色': '2', '粉紅色': '3', '紫色': '4', '白色': '5'}, 'pattrens': {}}"
1499,furnitures,大熊熊,くまのダイちゃん,Papa bear,8500,2125,家具,動物,"['奇幻', '兒童房']",無,False,2x2,Nook商店,False,,,,無,蝴蝶結,False,True,FtrBearL_Remake_0_0,1.0.0,"{'bodys': {'奶油色': '0', '焦糖‧摩卡': '1', '巧克力': '2', '花朵': '3', '格紋': '4', '斜紋軟呢': '5'}, 'pattrens': {'無': '0', '紅色': '1', '藍色': '2', '黃色': '3'}}"
1500,furnitures,中熊熊,くまのナミちゃん,Mama bear,2300,575,家具,動物,"['奇幻', '兒童房']",無,False,1x1,Nook商店,False,,,,無,上衣,False,True,FtrBearM_Remake_0_0,1.0.0,"{'bodys': {'奶油色': '0', '焦糖‧摩卡': '1', '巧克力': '2', '花朵': '3', '格紋': '4', '斜紋軟呢': '5'}, 'pattrens': {'無': '0', '紅色粗橫紋': '1', '藍色粗橫紋': '2', '黃色粗橫紋': '3'}}"
1501,furnitures,小熊熊,くまのチビちゃん,Baby bear,1800,450,小物件,動物,"['奇幻', '兒童房']",無,False,1x1,Nook商店,False,,,,無,上衣,False,True,FtrBearS_Remake_0_0,1.0.0,"{'bodys': {'奶油色': '0', '焦糖‧摩卡': '1', '巧克力': '2', '花朵': '3', '格紋': '4', '斜紋軟呢': '5'}, 'pattrens': {'無': '0', '愛心': '1', '魚兒': '2', '星星': '3'}}"
1504,furnitures,特大熊熊,くまのトクダイちゃん,giant teddy bear,,6300,家具,動物,"['奇幻', '兒童房']",無,False,3x3,DIY,True,"[{'count': 1, 'itemName': '大熊熊'}, {'count': 1, 'itemName': '中熊熊'}, {'count': 1, 'itemName': '小熊熊'}]",['活力型村民'],,布料,蝴蝶結,True,True,FtrBearXL_Remake_0_0,1.0.0,"{'bodys': {'奶油色': '0', '焦糖‧摩卡': '1', '巧克力': '2', '花朵': '3', '格紋': '4', '斜紋軟呢': '5'}, 'pattrens': {'無': '0', '白色': '1', '特大點點': '2', '特大粗橫紋': '3'}}"
1507,furnitures,旋轉咖啡杯,まわるコーヒーカップ,teacup ride,,25000,家具,操場,"['設施', '奇幻']",無,True,3x3,購物：哩數兌換,False,,,,無,無,False,False,FtrTurncup_Remake_0_0,1.0.0,"{'bodys': {'彩色': '0', '華麗': '1', '粉嫩色': '2', '酷感色': '3'}, 'pattrens': {}}"
1509,furnitures,英雄機器人,ヒーローロボ,robot hero,,250000,家具,玩具,"['兒童房', '設施']",無,True,3x3,DIY,True,"[{'count': 1, 'itemName': '火箭'}, {'count': 1, 'itemName': '金盔甲'}, {'count': 30, 'itemName': '生鏽零件'}, {'count': 90, 'itemName': '鐵礦石'}, {'count': 10, 'itemName': '金礦石'}]",['購物：哩數兌換'],,塗裝,無,True,False,FtrHerorobot_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '綠色': '3', '粉紅色': '4', '白色': '5', '黑色': '6', '灰色': '7'}, 'pattrens': {}}"
1557,furnitures,積木床鋪,つみきベッド,wooden-block bed,,2400,家具,床鋪,['兒童房'],積木,True,2x1,DIY,True,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 17, 'itemName': '軟木材'}]",['普通型村民'],,積木顏色,無,True,False,FtrBlockBedS_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '拼木': '1', '彩色': '2', '粉嫩色': '3', '鮮豔色': '4'}, 'pattrens': {}}"
1558,furnitures,積木書櫃,つみきブックシェルフ,wooden-block bookshelf,,720,家具,架子,['兒童房'],積木,False,1x1,DIY,True,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 3, 'itemName': '軟木材'}]",['挑戰！DIY方程式'],從Nook商店購買第一次的DIY方程式,積木顏色,無,True,False,FtrBlockShelf_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '拼木': '1', '彩色': '2', '粉嫩色': '3', '鮮豔色': '4'}, 'pattrens': {}}"
1559,furnitures,積木長椅,つみきベンチ,wooden-block bench,,840,家具,沙發,['兒童房'],積木,True,2x1,DIY,True,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 4, 'itemName': '軟木材'}]",['大姐姐型村民'],,積木顏色,無,True,False,FtrBlockChairL_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '拼木': '1', '彩色': '2', '粉嫩色': '3', '鮮豔色': '4'}, 'pattrens': {}}"
1561,furnitures,積木矮櫃,つみきチェスト,wooden-block chest,,1800,家具,櫃子,['兒童房'],積木,False,2x1,DIY,True,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 12, 'itemName': '軟木材'}]",['普通型村民'],,積木顏色,無,True,False,FtrBlockChest_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '拼木': '1', '彩色': '2', '粉嫩色': '3', '鮮豔色': '4'}, 'pattrens': {}}"
1565,furnitures,積木桌,つみきテーブル,wooden-block table,,1320,家具,桌子,['兒童房'],積木,False,2x2,DIY,True,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 8, 'itemName': '軟木材'}]","['大姐姐型村民', '狸克']",在村民房屋開發任務的主要故事情節中獲得,積木顏色,無,True,False,FtrBlockTableL_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '拼木': '1', '彩色': '2', '粉嫩色': '3', '鮮豔色': '4'}, 'pattrens': {}}"
1567,furnitures,汽油桶,ドラムかん,oil barrel,650,162,家具,車輛,['車庫'],無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrDrumcan_Remake_0_0,1.0.0,"{'bodys': {'淺綠色': '0', '藍色': '1', '淺藍色': '2', '橘色': '3', '危險': '4', '紅色': '5', '綠色': '6', '損壞': '7'}, 'pattrens': {}}"
1598,furnitures,瑜伽球,バランスボール,exercise ball,1100,275,家具,運動,"['健身', '辦公室']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrBalanceball_Remake_0_0,1.0.0,"{'bodys': {'藍色': '0', '粉紅色': '1', '白色': '2', '黑色': '3', '金色': '4'}, 'pattrens': {}}"
1606,furnitures,服務餐車,サービングカート,serving cart,1300,325,家具,廚房用品,"['廚房', '商店']",無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrServingcart_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '棕色': '1', '白色': '2', '白色×銀色': '3', '紅色': '4', '黑色': '5'}, 'pattrens': {}}"
1620,furnitures,吊床,ハンモック,hammock,1300,325,家具,床鋪,['戶外'],無,True,2x1,Nook商店,False,,,,無,布料,False,True,FtrHammock_Remake_0_0,1.0.0,"{'bodys': {'棕色': '0', '淺棕色': '1', '黃色': '2', '藍色': '3', '粉紅色': '4', '白色': '5', '黑色': '6'}, 'pattrens': {'彩色': '0', '偽裝': '1', '扶桑花': '2', '白色': '3'}}"
1621,furnitures,休閒塑膠椅,ビニールチェア,lawn chair,760,190,家具,椅子,['大海'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrVinylchair_Remake_0_0,1.0.0,"{'bodys': {'藍色': '0', '三色': '1', '粉紅色': '2', '黃色': '3', '綠色': '4', '黑色': '5'}, 'pattrens': {}}"
1624,furnitures,地精擺飾,ノームのおきもの,garden gnome,1900,475,小物件,季節性裝飾,['庭園'],無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrDwarf_Remake_0_0,1.0.0,"{'bodys': {'活潑地精': '0', '貪睡地精': '1', '裝傻地精': '2', '可靠地精': '3', '饑餓地精': '4', '悠閒地精': '5', '熱血地精': '6', '混混地精': '7'}, 'pattrens': {}}"
1625,furnitures,鑄鐵花園長椅,アイアンガーデンベンチ,iron garden bench,,6000,家具,沙發,['庭園'],鑄鐵,True,2x1,DIY,True,"[{'count': 8, 'itemName': '鐵礦石'}]",['大姐姐型村民'],,主體顏色,無,True,False,FtrIrongardenBench_Remake_0_0,1.0.0,"{'bodys': {'綠色': '0', '藍色': '1', '棕色': '2', '黑色': '3', '白色': '4'}, 'pattrens': {}}"
1626,furnitures,鑄鐵花園椅,アイアンガーデンチェア,iron garden chair,,2250,家具,椅子,['庭園'],鑄鐵,True,1x1,DIY,True,"[{'count': 3, 'itemName': '鐵礦石'}]","['大姐姐型村民', '狸克']",幫村民蓋房子劇情中有50%機會獲得,主體顏色,無,True,False,FtrIrongardenChair_Remake_0_0,1.0.0,"{'bodys': {'綠色': '0', '藍色': '1', '棕色': '2', '黑色': '3', '白色': '4'}, 'pattrens': {}}"
1627,furnitures,鑄鐵花園桌,アイアンガーデンテーブル,iron garden table,,3750,家具,桌子,['庭園'],鑄鐵,False,1x1,DIY,True,"[{'count': 5, 'itemName': '鐵礦石'}]","['大姐姐型村民', '狸克']",幫村民蓋房子劇情中有50%機會獲得,主體顏色,無,True,False,FtrIrongardenTable_Remake_0_0,1.0.0,"{'bodys': {'綠色': '0', '藍色': '1', '棕色': '2', '黑色': '3', '白色': '4'}, 'pattrens': {}}"
1628,furnitures,花園燈,ガーデンライト,garden lantern,1400,350,家具,燈,['庭園'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrLampGarden_Remake_0_0,1.0.0,"{'bodys': {'黑色': '0', '白色': '1', '銅色': '2'}, 'pattrens': {}}"
1631,furnitures,花園水龍頭,ウォータービュー,garden faucet,1900,475,家具,花園,['庭園'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrWaterview_Remake_0_0,1.0.0,"{'bodys': {'紅色磚塊': '0', '馬賽克磚': '1', '木質': '2', '水泥': '3', '不鏽鋼': '4'}, 'pattrens': {}}"
1632,furnitures,高爾夫球袋,ゴルフバッグ,golf bag,54000,13500,家具,運動,['健身'],無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrGolfbag_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '綠色': '1', '粉紅色': '2', '多色': '3', '棕色': '4', '銀色': '5'}, 'pattrens': {}}"
1644,furnitures,電吉他ES1,エレキギターES1,rock guitar,3100,775,家具,樂器,['演唱會'],無,True,1x1,Nook商店,False,,,,無,貼紙,False,True,FtrElectricguitar1_Remake_0_0,1.0.0,"{'bodys': {'日光漸層': '0', '珊瑚粉紅': '1', '宇宙黑': '2', '火紅色': '3', '橘黃色': '4', '自然木': '5', '典雅白色': '6', '清涼藍': '7'}, 'pattrens': {'無': '0', '熟悉Logo': '1', '典雅Logo': '2', '硬派Logo': '3', '徽章Logo': '4', '手寫風Logo': '5', '繽紛Logo': '6', '可愛Logo': '7'}}"
1645,furnitures,電吉他ES2,エレキギターES2,electric guitar,71000,17750,家具,樂器,['演唱會'],無,True,1x1,Nook商店,False,,,,無,貼紙,False,True,FtrElectricguitar2_Remake_0_0,1.0.0,"{'bodys': {'深紅色': '0', '自然木': '1', '櫻桃色': '2', '日光漸層': '3', '海洋祖母綠': '4', '典雅白色': '5', '宇宙黑': '6'}, 'pattrens': {'無': '0', '熟悉Logo': '1', '典雅Logo': '2', '硬派Logo': '3', '徽章Logo': '4', '手寫風Logo': '5', '繽紛Logo': '6', '可愛Logo': '7'}}"
1652,furnitures,俄羅斯套娃,マトリョーシカ,matryoshka,,600,小物件,民俗藝品,"['民藝', '奇幻']",無,True,1x1,DIY,True,"[{'count': 5, 'itemName': '軟木材'}]",['悠閒型村民'],,種類,無,True,False,FtrMatryoshka_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '黃色': '1', '藍色': '2', '棕色': '3', '綠色': '4'}, 'pattrens': {}}"
1708,furnitures,雙卡帶收音機,ダブルラジカセ,cassette player,2000,500,小物件,音響,['客廳'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrRadicaseW_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '黃色': '1', '綠色': '2', '藍色': '3', '粉紅色': '4', '銀色': '5', '白色': '6', '黑色': '7'}, 'pattrens': {}}"
1744,furnitures,壁鐘,ウォールクロック,wall clock,690,172,壁掛物,時鐘,"['辦公室', '學校']",無,True,1x1 ,Nook商店,False,,,,無,無,False,False,FtrOfficeClock_Remake_0_0,1.0.0,"{'bodys': {'銀色': '0', '白色': '1', '黑色': '2', '紅色': '3', '藍色': '4'}, 'pattrens': {}}"
1750,furnitures,文件堆,しょるいのやま,document stack,1600,400,小物件,辦公室,"['辦公室', '書房']",無,False,1x1,Nook商店; DIY,True,"[{'count': 1, 'itemName': '散亂的紙張'}]",['自戀型村民'],,無,紙張正面,False,True,FtrOfficePapers_Remake_0_0,1.0.0,"{'bodys': {}, 'pattrens': {'資料': '0', '文字資料': '1', '答案紙': '2', '分鏡': '3'}}"
1753,furnitures,薰香台,アロマポット,aroma pot,,600,小物件,美妝,['客廳'],無,True,1x1,DIY,True,"[{'count': 3, 'itemName': '黏土'}]",['成熟型村民'],,種類,無,True,False,FtrAlomapot_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '棕色': '1', '綠色': '2', '粉紅色': '3', '奶油色': '4', '黑色': '5'}, 'pattrens': {}}"
1757,furnitures,古典浴缸,ねこあしバスタブ,claw-foot tub,63000,15750,家具,浴缸,"['浴室‧廁所', '富裕']",無,False,2x1,Nook商店,False,,,,無,無,False,False,FtrBathtubCabriole_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '黑色': '1', '紅色': '2', '藍色': '3', '粉紅色': '4', '黃色': '5'}, 'pattrens': {}}"
1759,furnitures,書堆,つまれたほん,stack of books,,725,小物件,學習,"['書房', '客廳']",無,False,1x1,DIY,True,"[{'count': 5, 'itemName': '書'}]",['悠閒型村民'],,書本類型,無,True,False,FtrBooks_Remake_0_0,1.0.0,"{'bodys': {'文學': '0', '漫畫': '1', '參考書': '2', '古書': '3'}, 'pattrens': {}}"
1778,furnitures,曬衣竿,ものほしざお,clothesline pole,1100,275,家具,日用品,"['庭園', '浴室‧廁所']",無,False,2x0.5,Nook商店,False,,,,無,晾在竿子上的T恤,False,True,FtrClotheshorse_Remake_0_0,1.0.0,"{'bodys': {'銀色': '0', '藍色': '1'}, 'pattrens': {'沒有東西': '0', '體育服': '1', '魚': '2', '胡蘿蔔': '3'}}"
1779,furnitures,附桌巾桌子,クロスつきテーブル,table with cloth,5100,1275,家具,桌子,"['商店', '派對']",無,False,2x2,Nook商店,False,,,,無,桌巾,False,True,FtrTableCloth_Remake_0_0,1.0.0,"{'bodys': {}, 'pattrens': {'白色': '0', '棕色': '1', '綠色': '2', '紅色': '3', '粉紅色': '4', '黃色': '5', '淺綠色': '6', '淺藍色': '7'}}"
1783,furnitures,軟木佈告欄,コルクボード,corkboard,1400,350,壁掛物,學習,"['學校', '辦公室']",無,False,2x1 ,Nook商店,False,,,,無,喜愛的卡片,False,True,FtrCorkboard_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '白色': '1', '藍色': '2'}, 'pattrens': {'蘋果': '0', '魚': '1', '花朵': '2'}}"
1792,furnitures,抱枕,クッション,cushion,300,75,小物件,椅子,"['客廳', '兒童房']",無,True,1x1,Nook商店,False,,,,無,抱枕套,False,True,FtrCushion_Remake_0_0,1.0.0,"{'bodys': {}, 'pattrens': {'白色': '0', '花朵': '1', '字母': '2', '變形蟲圖騰': '3', '彩虹': '4', '繽紛': '5'}}"
1797,furnitures,木雕鴨,デコイ,decoy duck,,480,小物件,動物,['兒童房'],無,False,1x1,DIY,True,"[{'count': 4, 'itemName': '軟木材'}]",['自戀型村民'],,設計,無,True,False,FtrDecoy_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '綠頭鴨': '1', '花嘴鴨': '2', '斑背潛鴨': '3', '紅頭潛鴨': '4', '灰船鴨': '5', '鴨子': '6'}, 'pattrens': {}}"
1798,furnitures,餐具,しょっき,dinnerware,930,232,小物件,廚房用品,"['廚房', '商店']",無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrDishes,1.0.0,"{'bodys': {}, 'pattrens': {}}"
1799,furnitures,狗屋,いぬごや,doghouse,,2040,家具,動物,['庭園'],無,True,1x1,DIY,True,"[{'count': 10, 'itemName': '木材'}, {'count': 7, 'itemName': '硬木材'}]",['運動型村民'],,油漆,無,True,False,FtrDoghouse_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '綠色': '1', '藍色': '2', '紅色': '3', '黑色': '4'}, 'pattrens': {}}"
1802,furnitures,自動販賣機,じはんき,drink machine,,10000,家具,設施裝飾,"['商店', '設施']",無,True,1x1,購物：哩數兌換,False,,,,無,廣告,False,True,FtrDrinkmachine_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '白色': '2', '黑色': '3', '綠色': '4', '粉紅色': '5'}, 'pattrens': {'柳橙汁': '0', '運動飲料': '1', '特賣': '2', '可愛': '3'}}"
1803,furnitures,爵士鼓組合,ドラムセット,drum set,5600,1400,家具,樂器,['演唱會'],無,True,2x1,Nook商店,False,,,,無,低音鼓鼓皮,False,True,FtrDrumSet_Remake_0_0,1.0.0,"{'bodys': {'金黃色': '0', '宇宙黑': '1', '珍珠白': '2', '自然木': '3', '海水藍': '4', '玫瑰粉': '5', '青綠色': '6', '黑&白': '7'}, 'pattrens': {'流暢白': '0', '黑蠟': '1', '黑色Logo': '2', '白色Logo': '3', '硬派Logo': '4', '歷史悠久Logo': '5'}}"
1804,furnitures,電貝斯,エレキベース,electric bass,82000,20500,家具,樂器,['演唱會'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrElectricbass_Remake_0_0,1.0.0,"{'bodys': {'典雅白色': '0', '自然木': '1', '日光漸層': '2', '宇宙黑': '3', '深海藍': '4', '灰燼綠': '5', '亮眼粉紅': '6', '太空銀': '7'}, 'pattrens': {}}"
1816,furnitures,試衣間,しちゃくしつ,changing room,3700,925,家具,商店,"['商店', '設施']",無,False,1x1,Nook商店,False,,,,無,窗簾,False,True,FtrFittingroom_Remake_0_0,1.0.0,"{'bodys': {'灰色': '0', '米色': '1', '棕色': '2', '深棕色': '3', '黑色': '4', '藍色': '5', '粉紅色': '6', '綠色': '7'}, 'pattrens': {'白色': '0', '紫色': '1', '黑色': '2', '黃色': '3', '粉紅色': '4', '紅色': '5', '綠色': '6', '藍色': '7'}}"
1823,furnitures,垃圾袋,ゴミぶくろ,trash bags,,60,小物件,日用品,['車庫'],無,False,1x1,DIY,True,"[{'count': 1, 'itemName': '空罐'}, {'count': 1, 'itemName': '長靴'}, {'count': 1, 'itemName': '輪胎'}]",['釣魚'],釣到十五個垃圾,袋子顏色,無,True,False,FtrGarbagebag_Remake_0_0,1.0.0,"{'bodys': {'黑色': '0', '白色': '1', '藍色': '2', '黃色': '3'}, 'pattrens': {}}"
1829,furnitures,黃金柏,ゴールドクレスト,cypress plant,1000,250,家具,植物,['客廳'],無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrPlantGoldcrest_Remake_0_0,1.0.0,"{'bodys': {'棕色': '0', '藍色': '1', '黃色': '2', '黑色': '3', '白色': '4'}, 'pattrens': {}}"
1836,furnitures,加濕器,かしつき,humidifier,1400,350,小物件,家用電器,"['辦公室', '客廳']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrHumidifier_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '自然色': '1', '棕色': '2', '粉紅色': '3', '黃色': '4', '綠色': '5', '藍色': '6', '紫色': '7'}, 'pattrens': {}}"
1838,furnitures,燙衣組合,アイロン,ironing set,820,205,小物件,家用電器,['客廳'],無,True,1x1,Nook商店,False,,,,無,手帕,False,True,FtrIron_Remake_0_0,1.0.0,"{'bodys': {}, 'pattrens': {'白色': '0', '黃色': '1', '粉紅色': '2', '藍色': '3'}}"
1840,furnitures,按摩浴缸,ジャグジー,whirlpool bath,130000,32500,家具,浴缸,"['浴室‧廁所', '富裕']",無,True,2x2,Nook商店,False,,,,無,無,False,False,FtrJacuzzi_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '黑色': '1'}, 'pattrens': {}}"
1845,furnitures,開水壺,ケトル,simple kettle,1300,325,小物件,廚房用品,"['廚房', '商店']",無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrKettle_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '黃色': '1', '綠色': '2', '藍色': '3', '黑色': '4', '海軍藍': '5', '白色': '6'}, 'pattrens': {}}"
1849,furnitures,被爐,こたつ,kotatsu,3700,925,家具,桌子,['東洋風'],無,False,2x2,Nook商店,False,,,,無,暖桌被子,False,True,FtrKotatsu_Remake_0_0,1.0.0,"{'bodys': {}, 'pattrens': {'井字型': '0', '花': '1', '格紋': '2', '條紋': '3'}}"
