id,name_e,name_j,name_c,category,filename,sell,materials,obtainedFrom,sourceNotes
180,shell fountain,かいがらのふんすい,貝殼噴泉,家具,FtrShellFountain_Remake_0_0,200,"[{'count': 5, 'itemName': '扇貝殼'}, {'count': 3, 'itemName': '石頭'}]",['悠閒型村民'],
181,shell bed,かいがらのベッド,貝殼床鋪,家具,FtrShellBedW_Remake_0_0,200,"[{'count': 5, 'itemName': '扇貝殼'}, {'count': 3, 'itemName': '黏土'}, {'count': 4, 'itemName': '石頭'}]",['活力型村民'],
182,shell lamp,かいがらのランプ,貝殼燈,小物件,FtrShellLamp_Remake_0_0,200,"[{'count': 2, 'itemName': '扇貝殼'}, {'count': 3, 'itemName': '黏土'}]",['大姐姐型村民'],
183,vaulting pole,たかとびぼう,撐竿跳竿子,工具,LongWoodenStick,200,"[{'count': 5, 'itemName': '軟木材'}]","['傅達', 'Nook商店']",
184,orange wall-mounted clock,オレンジのかべかけどけい,橘子壁掛鐘,壁掛物,FtrFruitsClockW_Remake_0_0,200,"[{'count': 10, 'itemName': '橘子'}, {'count': 2, 'itemName': '木材'}]","['悠閒型村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native fruit is oranges
185,orange end table,オレンジのサイドテーブル,橘子邊桌,家具,FtrFruitsTableS_Remake_0_0,200,"[{'count': 10, 'itemName': '橘子'}, {'count': 4, 'itemName': '木材'}]","['悠閒型村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native fruit is oranges
186,pear bed,ナシのベッド,梨子床鋪,家具,FtrFruitsBedS_Remake_0_0,200,"[{'count': 10, 'itemName': '梨子'}, {'count': 6, 'itemName': '軟木材'}]","['運動型村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native fruit is pears
187,peach chair,モモのチェア,桃子椅,家具,FtrFruitsChairPeach_Remake_0_0,200,"[{'count': 10, 'itemName': '桃子'}, {'count': 5, 'itemName': '木材'}]","['普通型村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native fruit is peaches
188,peach surprise box,モモのビックリばこ,桃子驚嚇箱,小物件,FtrFruitsBox_Remake_0_0,200,"[{'count': 10, 'itemName': '桃子'}, {'count': 4, 'itemName': '軟木材'}]","['普通型村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native fruit is peaches
189,apple chair,リンゴのチェア,蘋果椅,家具,FtrFruitsChairApple_Remake_0_0,200,"[{'count': 10, 'itemName': '蘋果'}, {'count': 4, 'itemName': '木材'}]","['大姐姐型村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native fruit is apples
190,succulent plant,たにくしょくぶつ,多肉植物,小物件,FtrPlantSucculents,200,"[{'count': 10, 'itemName': '雜草'}, {'count': 1, 'itemName': '空罐'}]",['釣到一個空罐頭'],
191,fish bait,サカナのまきエサ,魚飼料,其他,FishBait,200,"[{'count': 1, 'itemName': '蛤蜊'}]",['挖蛤蠣'],
192,classic pitcher,とうきのジャグ,陶製牛奶壺,小物件,FtrPotteryjug_Remake_0_0,200,"[{'count': 4, 'itemName': '黏土'}]","['狸克', '成熟型村民']",在村民房屋開發任務的主要故事情節中獲得
193,wooden fish,もくぎょ,木魚,小物件,FtrMokugyo_Remake_0_0,200,"[{'count': 3, 'itemName': '木材'}]",['這種東西也能自己做?!DIY'],"從Nook商店購買""這種東西也能自己做?!DIY"""
194,frozen-treat set,アイスキャンディー,冰棒,小物件,FtrIceCandy_Remake_0_0,200,"[{'count': 1, 'itemName': '大雪花'}, {'count': 1, 'itemName': '雪花'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得
195,old-fashioned washtub,せんたくおけ,洗衣盆,小物件,FtrWashtub,200,"[{'count': 3, 'itemName': '軟木材'}]",['DIY初學者'],"從Nook商店購買""第一次的DIY方程式"""
196,stack of books,つまれたほん,書堆,小物件,FtrBooks_Remake_0_0,200,"[{'count': 5, 'itemName': '書'}]",['悠閒型村民'],
197,stacked magazines,ざっしのたば,雜誌堆,小物件,FtrMagagine_Remake_0_0,200,"[{'count': 6, 'itemName': '雜誌'}]",['活力型村民'],
199,frying pan,フライパン,平底鍋,小物件,FtrPan_Remake_0_0,200,"[{'count': 2, 'itemName': '鐵礦石'}]",['DIY初學者'],"從Nook商店購買""第一次的DIY方程式"""
200,shell speaker,かいがらのスピーカー,貝殼廣播喇叭,小物件,FtrShellMusic_Remake_0_0,200,"[{'count': 3, 'itemName': '海螺殼'}, {'count': 2, 'itemName': '鐵礦石'}]",['大姐姐型村民'],
201,wooden table,もくせいテーブル,木製桌,家具,FtrWoodenTableL_Remake_0_0,200,"[{'count': 15, 'itemName': '木材'}]",['大姐姐型村民'],
203,illuminated tree,ツリーのイルミネーション,樹型燈飾,家具,FtrIllumiTree_Remake_0_0,200,"[{'count': 3, 'itemName': '紅色裝飾品'}, {'count': 4, 'itemName': '金色裝飾品'}, {'count': 3, 'itemName': '鐵礦石'}]",['氣球'],僅在聖誕季節期間獲得
204,beekeeper's hive,ようほうばこ,養蜂箱,家具,FtrBeekeepingbox_Remake_0_0,200,"[{'count': 3, 'itemName': '蜂巢'}, {'count': 5, 'itemName': '木材'}]",['運動型村民'],
213,signpost,みちしるべ,路標,家具,FtrSignpost_Remake_0_0,200,"[{'count': 2, 'itemName': '硬木材'}, {'count': 3, 'itemName': '軟木材'}]",['悠閒型村民'],
214,potted ivy,かべかけのはっぱ,壁掛式盆栽,壁掛物,FtrLeafWall_Remake_0_0,200,"[{'count': 5, 'itemName': '雜草'}, {'count': 5, 'itemName': '黏土'}]",['挑戰！DIY方程式'],Purchase Test Your DIY Skills from Nook's Cranny
215,music stand,ふめんだい,樂譜架,家具,FtrMusicstand_Remake_0_0,200,"[{'count': 8, 'itemName': '硬木材'}]",['悠閒型村民'],
216,birdcage,とりかご,鳥籠,家具,FtrBirdcage_Remake_0_0,200,"[{'count': 8, 'itemName': '木材'}]",['大姐姐型村民'],
217,hearth,いろり,地爐,家具,FtrIrori,200,"[{'count': 2, 'itemName': '竹子材料'}, {'count': 5, 'itemName': '鐵礦石'}, {'count': 4, 'itemName': '黏土'}, {'count': 5, 'itemName': '硬木材'}]",['這種東西也能自己做?!DIY'],"從Nook商店購買""這種東西也能自己做?!DIY"""
218,ocarina,オカリナ,陶笛,工具,ToolOcarina,200,"[{'count': 5, 'itemName': '黏土'}]",['DIY初學者'],"從Nook商店購買""第一次的DIY方程式"""
219,shell wreath,かいがらのリース,貝殼花圈,壁掛物,FtrDoorOrnamentWreathShell,200,"[{'count': 1, 'itemName': '夏天貝殼'}, {'count': 1, 'itemName': '鐘螺殼'}, {'count': 1, 'itemName': '沙錢'}, {'count': 1, 'itemName': '珊瑚'}, {'count': 1, 'itemName': '扇貝殼'}, {'count': 1, 'itemName': '寶螺殼'}]",['氣球'],僅在夏季期間獲得
220,mush low stool,キノコのスツール,蘑菇凳子,家具,FtrMushroomChairS_Remake_0_0,200,"[{'count': 2, 'itemName': '圓形蘑菇'}]",['氣球'],僅在蘑菇季節期間獲得
221,mushroom wreath,キノコのリース,蘑菇花圈,壁掛物,FtrDoorOrnamentWreathMushroom,200,"[{'count': 10, 'itemName': '樹枝'}, {'count': 1, 'itemName': '圓形蘑菇'}, {'count': 1, 'itemName': '瘦小蘑菇'}, {'count': 1, 'itemName': '扁平蘑菇'}]",['氣球'],僅在蘑菇季節期間獲得
222,snowflake wreath,ゆきのけっしょうのリース,雪花花圈,壁掛物,FtrDoorOrnamentWreathIce,200,"[{'count': 4, 'itemName': '雪花'}]","['氣球', '西施惠']",僅在冬季期間獲得
223,fruit wreath,フルーツのリース,水果花圈,壁掛物,FtrDoorOrnamentWreathFruit,200,"[{'count': 2, 'itemName': '蘋果'}, {'count': 1, 'itemName': '梨子'}, {'count': 3, 'itemName': '櫻桃'}, {'count': 3, 'itemName': '橘子'}, {'count': 1, 'itemName': '桃子'}]",['暴躁型村民'],
224,natural garden table,ナチュラルなガーデンテーブル,自然風花園桌,家具,FtrGardenTableNatural_Remake_0_0,200,"[{'count': 9, 'itemName': '硬木材'}, {'count': 3, 'itemName': '鐵礦石'}]","['狸克', '普通型村民']",50% chance of being obtained during the main storyline during the villager house development quest
225,tree branch wreath,きのえだのリース,樹枝花圈,壁掛物,FtrDoorOrnamentWreathBranch,200,"[{'count': 10, 'itemName': '樹枝'}]",['大姐姐型村民'],
226,ornament wreath,オーナメントのリース,裝飾花圈,壁掛物,FtrDoorOrnamentWreathOrnament_Remake_0_0,200,"[{'count': 6, 'itemName': '藍色裝飾品'}, {'count': 2, 'itemName': '金色裝飾品'}]",['氣球'],僅在聖誕季節期間獲得
227,cosmos wreath,コスモスのリース,波斯菊花圈,壁掛物,FtrDoorOrnamentWreathCosmos,200,"[{'count': 3, 'itemName': '黃色波斯菊'}, {'count': 3, 'itemName': '白色波斯菊'}, {'count': 3, 'itemName': '紅色波斯菊'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is cosmos
228,windflower wreath,アネモネのリース,銀蓮花花圈,壁掛物,FtrDoorOrnamentWreathAnemone,200,"[{'count': 3, 'itemName': '紅色銀蓮花'}, {'count': 3, 'itemName': '白色銀蓮花'}, {'count': 3, 'itemName': '橘色銀蓮花'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is windflowers
229,rose wreath,バラのリース,玫瑰花圈,壁掛物,FtrDoorOrnamentWreathRose,200,"[{'count': 3, 'itemName': '紅色玫瑰'}, {'count': 3, 'itemName': '白色玫瑰'}, {'count': 3, 'itemName': '黃色玫瑰'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is roses
230,pansy wreath,パンジーのリース,三色堇花圈,壁掛物,FtrDoorOrnamentWreathPansy,200,"[{'count': 3, 'itemName': '黃色三色堇'}, {'count': 3, 'itemName': '白色三色堇'}, {'count': 3, 'itemName': '紅色三色堇'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is pansies
231,mum wreath,キクのリース,菊花花圈,壁掛物,FtrDoorOrnamentWreathMum,200,"[{'count': 3, 'itemName': '白色菊花'}, {'count': 3, 'itemName': '黃色菊花'}, {'count': 3, 'itemName': '紅色菊花'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is mums
232,hyacinth wreath,ヒヤシンスのリース,風信子花圈,壁掛物,FtrDoorOrnamentWreathHyacinth,200,"[{'count': 3, 'itemName': '白色風信子'}, {'count': 3, 'itemName': '紅色風信子'}, {'count': 3, 'itemName': '黃色風信子'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is hyacinths
233,flying saucer,そらとぶえんばん,飛碟,家具,FtrUFO,200,"[{'count': 15, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '鐵礦石'}]",['傅珂'],
234,moon,つき,月亮,家具,FtrMoon,200,"[{'count': 15, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
235,asteroid,いんせき,隕石,家具,FtrMeteo,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '石頭'}]",['傅珂'],
236,astronaut suit,アストロノーツ,太空人,家具,FtrSpacesuit,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 5, 'itemName': '鐵礦石'}]",['傅珂'],
237,hyacinth crown,ヒヤシンスのかんむり,風信子花冠,頭戴物,CapOrnamentHyacinth1,200,"[{'count': 4, 'itemName': '紅色風信子'}, {'count': 2, 'itemName': '黃色風信子'}, {'count': 2, 'itemName': '白色風信子'}]",['所有村民'],
238,cool hyacinth crown,ヒヤシンスのかんむり・クール,清新風信子花冠,頭戴物,CapOrnamentHyacinth2,200,"[{'count': 4, 'itemName': '藍色風信子'}, {'count': 2, 'itemName': '粉紅風信子'}, {'count': 2, 'itemName': '橘色風信子'}]",['所有村民'],
239,purple hyacinth crown,ヒヤシンスのかんむり・パープル,紫色風信子花冠,頭戴物,CapOrnamentHyacinth3,200,"[{'count': 6, 'itemName': '紫色風信子'}]",['所有村民'],
240,windflower crown,アネモネのかんむり,銀蓮花花冠,頭戴物,CapOrnamentAnemone1,200,"[{'count': 2, 'itemName': '紅色銀蓮花'}, {'count': 2, 'itemName': '橘色銀蓮花'}, {'count': 2, 'itemName': '白色銀蓮花'}]",['所有村民'],
241,cool windflower crown,アネモネのかんむり・クール,清新銀蓮花花冠,頭戴物,CapOrnamentAnemone2,200,"[{'count': 3, 'itemName': '藍色銀蓮花'}, {'count': 3, 'itemName': '粉紅銀蓮花'}]",['所有村民'],
242,purple windflower crown,アネモネのかんむり・パープル,紫色銀蓮花花冠,頭戴物,CapOrnamentAnemone3,200,"[{'count': 6, 'itemName': '紫色銀蓮花'}]",['所有村民'],
243,tulip crown,チューリップのかんむり,鬱金香花冠,頭戴物,CapOrnamentTulip1,200,"[{'count': 2, 'itemName': '紅色鬱金香'}, {'count': 2, 'itemName': '黃色鬱金香'}, {'count': 1, 'itemName': '白色鬱金香'}]",['所有村民'],
244,chic tulip crown,チューリップのかんむり・シック,典雅鬱金香花冠,頭戴物,CapOrnamentTulip2,200,"[{'count': 2, 'itemName': '紫色鬱金香'}, {'count': 2, 'itemName': '粉紅鬱金香'}, {'count': 1, 'itemName': '橘色鬱金香'}]",['所有村民'],
245,dark tulip crown,チューリップのかんむり・ダーク,深色鬱金香花冠,頭戴物,CapOrnamentTulip3,200,"[{'count': 5, 'itemName': '黑色鬱金香'}]",['所有村民'],
246,pansy crown,パンジーのかんむり,三色堇花冠,頭戴物,CapOrnamentPansy1,200,"[{'count': 2, 'itemName': '紅色三色堇'}, {'count': 2, 'itemName': '黃色三色堇'}, {'count': 2, 'itemName': '白色三色堇'}]",['所有村民'],
247,cool pansy crown,パンジーのかんむり・クール,清新三色堇花冠,頭戴物,CapOrnamentPansy2,200,"[{'count': 3, 'itemName': '紅黃三色堇'}, {'count': 3, 'itemName': '藍色三色堇'}]",['所有村民'],
248,purple pansy crown,パンジーのかんむり・パープル,紫色三色堇花冠,頭戴物,CapOrnamentPansy3,200,"[{'count': 6, 'itemName': '紫色三色堇'}]",['所有村民'],
249,cosmos crown,コスモスのかんむり,波斯菊花冠,頭戴物,CapOrnamentCosmos1,200,"[{'count': 2, 'itemName': '紅色波斯菊'}, {'count': 2, 'itemName': '黃色波斯菊'}, {'count': 3, 'itemName': '白色波斯菊'}]",['所有村民'],
250,lovely cosmos crown,コスモスのかんむり・ラブリー,甜美波斯菊花冠,頭戴物,CapOrnamentCosmos2,200,"[{'count': 3, 'itemName': '粉紅波斯菊'}, {'count': 3, 'itemName': '橘色波斯菊'}]",['所有村民'],
251,dark cosmos crown,コスモスのかんむり・ダーク,深色波斯菊花冠,頭戴物,CapOrnamentCosmos3,200,"[{'count': 7, 'itemName': '黑色波斯菊'}]",['所有村民'],
252,rose crown,バラのかんむり,玫瑰花冠,頭戴物,CapOrnamentRose1,200,"[{'count': 2, 'itemName': '紅色玫瑰'}, {'count': 2, 'itemName': '黃色玫瑰'}, {'count': 2, 'itemName': '白色玫瑰'}]",['所有村民'],
253,cute rose crown,バラのかんむり・キュート,可愛玫瑰花冠,頭戴物,CapOrnamentRose2,200,"[{'count': 3, 'itemName': '粉紅玫瑰'}, {'count': 3, 'itemName': '橘色玫瑰'}]",['所有村民'],
254,chic rose crown,バラのかんむり・シック,典雅玫瑰花冠,頭戴物,CapOrnamentRose3,200,"[{'count': 3, 'itemName': '紫色玫瑰'}, {'count': 3, 'itemName': '黑色玫瑰'}]",['所有村民'],
255,lily crown,ユリのかんむり,百合花冠,頭戴物,CapOrnamentYuri1,200,"[{'count': 2, 'itemName': '紅色百合'}, {'count': 2, 'itemName': '黃色百合'}, {'count': 2, 'itemName': '白色百合'}]",['所有村民'],
256,cute lily crown,ユリのかんむり・キュート,可愛百合花冠,頭戴物,CapOrnamentYuri2,200,"[{'count': 2, 'itemName': '粉紅百合'}, {'count': 2, 'itemName': '橘色百合'}, {'count': 2, 'itemName': '白色百合'}]",['所有村民'],
257,dark lily crown,ユリのかんむり・ダーク,深色百合花冠,頭戴物,CapOrnamentYuri3,200,"[{'count': 6, 'itemName': '黑色百合'}]",['所有村民'],
258,mum crown,キクのかんむり,菊花花冠,頭戴物,CapOrnamentMum1,200,"[{'count': 2, 'itemName': '紅色菊花'}, {'count': 2, 'itemName': '黃色菊花'}, {'count': 2, 'itemName': '白色菊花'}]",['所有村民'],
259,chic mum crown,キクのかんむり・シック,典雅菊花花冠,頭戴物,CapOrnamentMum2,200,"[{'count': 3, 'itemName': '紫色菊花'}, {'count': 3, 'itemName': '粉紅菊花'}]",['所有村民'],
260,simple mum crown,キクのかんむり・シンプル,簡約菊花花冠,頭戴物,CapOrnamentMum3,200,"[{'count': 6, 'itemName': '綠色菊花'}]",['所有村民'],
261,leaf,はっぱ,葉子,飾品,AccessoryMouthLeafGreen,200,"[{'count': 5, 'itemName': '雜草'}]",['運動型村民'],
262,golden toilet,おうごんのトイレ,黃金馬桶,家具,FtrGoldWC,200,"[{'count': 6, 'itemName': '金礦石'}]",['成熟型村民'],
263,DIY workbench,DIYさぎょうだい,ＤＩＹ作業台,家具,FtrWorkbench_Remake_0_0,200,"[{'count': 5, 'itemName': '木材'}, {'count': 5, 'itemName': '硬木材'}, {'count': 5, 'itemName': '軟木材'}, {'count': 3, 'itemName': '鐵礦石'}, {'count': 1, 'itemName': '小型ＤＩＹ作業台'}]",['大姐姐型村民'],
264,pitfall seed,おとしあなのタネ,陷阱種子,其他,SeedPitfall,200,"[{'count': 4, 'itemName': '雜草'}, {'count': 6, 'itemName': '樹枝'}]",['運動型村民'],挖種子陷阱獲得
266,stone fence,いしかべ,石柵欄,柵欄,ItemFenceStone,200,"[{'count': 4, 'itemName': '石頭'}]",['哩數兌換'],
267,iron fence,てつのさく,鐵柵欄,柵欄,ItemFenceSteel,200,"[{'count': 6, 'itemName': '鐵礦石'}]",['哩數兌換'],
268,country fence,まるたのさく,圓木柵欄,柵欄,ItemFenceLog,200,"[{'count': 6, 'itemName': '硬木材'}]",['哩數兌換'],
269,corral fence,よこいたのさく,橫條木板柵欄,柵欄,ItemFenceHorizontalWood,200,"[{'count': 6, 'itemName': '木材'}]",['哩數兌換'],
271,axe,オノ,斧頭,工具,ToolAxe,200,"[{'count': 1, 'itemName': '簡陋斧頭'}, {'count': 3, 'itemName': '木材'}, {'count': 1, 'itemName': '鐵礦石'}]",['不錯的工具食譜'],透過Nook Miles兌換
273,big festive tree,おおきなクリスマスツリー,大型聖誕樹,家具,FtrTreeXmasL_Remake_0_0,200,"[{'count': 6, 'itemName': '紅色裝飾品'}, {'count': 6, 'itemName': '藍色裝飾品'}, {'count': 4, 'itemName': '金色裝飾品'}, {'count': 5, 'itemName': '木材'}, {'count': 5, 'itemName': '黏土'}]",['氣球'],僅在聖誕季節期間獲得
274,festive tree,かわいいクリスマスツリー,可愛聖誕樹,家具,FtrTreeXmasS_Remake_0_0,200,"[{'count': 3, 'itemName': '紅色裝飾品'}, {'count': 3, 'itemName': '藍色裝飾品'}, {'count': 3, 'itemName': '金色裝飾品'}, {'count': 5, 'itemName': '木材'}]",['氣球'],僅在聖誕季節期間獲得
277,manhole cover,マンホール,人孔蓋,家具,FtrManhole_Remake_0_0,200,"[{'count': 3, 'itemName': '鐵礦石'}]",['哩數兌換'],
278,tiny library,マイクロライブラリー,微型圖書館,家具,FtrMicrolibrary_Remake_0_0,200,"[{'count': 3, 'itemName': '書'}, {'count': 5, 'itemName': '木材'}]",['普通型村民'],
279,wooden-plank sign,いちまいいたのかんばん,木匾額,壁掛物,FtrSignboardWood_Remake_0_0,200,"[{'count': 5, 'itemName': '硬木材'}]",['暴躁型村民'],
280,watering can,ジョウロ,澆花壺,工具,ToolWatering_Remake_0_0,200,"[{'count': 1, 'itemName': '簡陋澆花壺'}, {'count': 1, 'itemName': '鐵礦石'}]",['不錯的工具食譜'],透過Nook Miles兌換
281,shovel,スコップ,鏟子,工具,ToolScoop_Remake_0_0,200,"[{'count': 1, 'itemName': '簡陋鏟子'}, {'count': 1, 'itemName': '鐵礦石'}]",['不錯的工具食譜'],透過Nook Miles兌換
282,fishing rod,つりざお,釣竿,工具,ToolAngling_Remake_0_0,200,"[{'count': 1, 'itemName': '簡陋釣竿'}, {'count': 1, 'itemName': '鐵礦石'}]",['不錯的工具食譜'],透過Nook Miles兌換
283,net,あみ,捕蟲網,工具,ToolNetNormal_Remake_0_0,200,"[{'count': 1, 'itemName': '簡陋捕蟲網'}, {'count': 1, 'itemName': '鐵礦石'}]",['不錯的工具食譜'],透過Nook Miles兌換
284,cutting board,カッティングボード,切菜板,小物件,FtrCuttingboard_Remake_0_0,200,"[{'count': 2, 'itemName': '硬木材'}, {'count': 1, 'itemName': '鐵礦石'}]",['普通型村民'],
285,stone axe,いしのオノ,石斧頭,工具,ToolAxeStoneNormal,200,"[{'count': 1, 'itemName': '簡陋斧頭'}, {'count': 3, 'itemName': '木材'}]",['不錯的工具食譜'],透過Nook Miles兌換
286,starry wall,スターなかべ,星星牆,壁紙,RoomSpWallStarPrint00,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
288,ice flooring,アイスなゆか,冰雪地板,地板,RoomSpFloorIce00,200,"[{'count': 1, 'itemName': '大雪花'}, {'count': 8, 'itemName': '雪花'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得
289,iceberg flooring,りゅうひょうのゆか,流冰地板,地板,RoomSpFloorIceFloe00,200,"[{'count': 10, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得
290,autumn wall,こうようのかべ,楓葉牆,壁紙,RoomSpWallAutumun00,200,"[{'count': 10, 'itemName': '楓葉'}, {'count': 5, 'itemName': '木材'}, {'count': 5, 'itemName': '雜草'}]",['氣球'],僅在楓葉季節期間獲得
291,Jingle wall,クリスマスなかべ,聖誕牆,壁紙,RoomSpWallXmas00,200,"[{'count': 5, 'itemName': '紅色裝飾品'}, {'count': 5, 'itemName': '藍色裝飾品'}, {'count': 5, 'itemName': '金色裝飾品'}, {'count': 5, 'itemName': '黏土'}]",['氣球'],僅在聖誕季節期間獲得
292,sci-fi wall,うちゅうせんのかべ,太空船牆,壁紙,RoomSpWallSF00,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
293,ice wall,アイスなかべがみ,冰雪壁紙,壁紙,RoomSpWallIce00,200,"[{'count': 1, 'itemName': '大雪花'}, {'count': 8, 'itemName': '雪花'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得
294,starry-sky wall,ほしぞらのかべ,星空牆,壁紙,RoomSpWallStarSky00,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
295,ski-slope wall,ゲレンデなかべがみ,滑雪場壁紙,壁紙,RoomSpWallGelande00,200,"[{'count': 8, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得
296,honeycomb wall,ビーハイブなかべ,蜂巢牆,壁紙,RoomTexWallHoney00,200,"[{'count': 6, 'itemName': '蜂巢'}]",['運動型村民'],
298,gold-screen wall,きんぱくのふすま,金箔日式拉門,壁紙,RoomTexWallFusumaGorgeous00,200,"[{'count': 2, 'itemName': '金礦石'}, {'count': 1, 'itemName': '日式拉門'}]",['自戀型村民'],
299,golden wall,おうごんのかべ,黃金牆,壁紙,RoomTexWallGold00,200,"[{'count': 4, 'itemName': '金礦石'}]",['自戀型村民'],
300,bamboo-grove wall,ちくりんのかべ,竹林牆,壁紙,RoomTexWallChikurin00,200,"[{'count': 7, 'itemName': '春筍'}, {'count': 3, 'itemName': '竹筍'}]",['氣球'],僅在春季期間獲得
301,garbage-heap wall,ゴミのやまなかべ,垃圾堆牆,壁紙,RoomTexWallGarbage00,200,"[{'count': 2, 'itemName': '空罐'}, {'count': 2, 'itemName': '長靴'}, {'count': 2, 'itemName': '輪胎'}]",['釣到一個垃圾'],
302,iceberg wall,ひょうざんのかべ,冰山牆,壁紙,RoomTexWallIceFloe00,200,"[{'count': 1, 'itemName': '大雪花'}, {'count': 8, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得
303,orange wall,オレンジのかべがみ,橘子壁紙,壁紙,RoomTexWallOrange00,200,"[{'count': 20, 'itemName': '橘子'}]",['悠閒型村民'],
304,apple wall,リンゴのかべがみ,蘋果壁紙,壁紙,RoomTexWallApple00,200,"[{'count': 20, 'itemName': '蘋果'}]",['大姐姐型村民'],
305,pear wall,ナシのかべがみ,梨子壁紙,壁紙,RoomTexWallPear00,200,"[{'count': 20, 'itemName': '梨子'}]",['運動型村民'],
306,peach wall,モモのかべがみ,桃子壁紙,壁紙,RoomTexWallPeach00,200,"[{'count': 20, 'itemName': '桃子'}]",['普通型村民'],
307,cherry wall,さくらんぼのかべがみ,櫻桃壁紙,壁紙,RoomTexWallCherry00,200,"[{'count': 20, 'itemName': '櫻桃'}]",['活力型村民'],
308,mush wall,キノコのかべがみ,蘑菇壁紙,壁紙,RoomTexWallMush00,200,"[{'count': 1, 'itemName': '出色蘑菇'}, {'count': 1, 'itemName': '圓形蘑菇'}, {'count': 1, 'itemName': '瘦小蘑菇'}, {'count': 1, 'itemName': '扁平蘑菇'}]",['氣球'],僅在蘑菇季節期間獲得
309,wild-wood wall,ワイルドウッドのかべ,原木牆,壁紙,RoomTexWallWildWood00,200,"[{'count': 15, 'itemName': '木材'}]",['暴躁型村民'],
310,wooden-mosaic wall,よせぎのかべ,嵌木牆,壁紙,RoomTexWallMixPlankWood00,200,"[{'count': 15, 'itemName': '木材'}]",['普通型村民'],
311,dark wooden-mosaic wall,ダークなよせぎのかべ,深色嵌木牆,壁紙,RoomTexWallMixPlankWood01,200,"[{'count': 15, 'itemName': '木材'}]",['大姐姐型村民'],
312,brown herringbone wall,ちゃいろいヘリンボーンのかべ,茶色人字斜紋牆,壁紙,RoomTexWallHerringbone00,200,"[{'count': 15, 'itemName': '軟木材'}]",['大姐姐型村民'],
313,chocolate herringbone wall,こげちゃのヘリンボーンのかべ,深棕色人字斜紋牆,壁紙,RoomTexWallHerringbone01,200,"[{'count': 15, 'itemName': '軟木材'}]",['自戀型村民'],
314,stacked-wood wall,ウッディなかべ,木質牆,壁紙,RoomTexWallFireWood00,200,"[{'count': 15, 'itemName': '硬木材'}]",['運動型村民'],
315,cabin wall,ログハウスのかべ,木屋牆,壁紙,RoomTexWallLog00,200,"[{'count': 15, 'itemName': '硬木材'}]",['活力型村民'],
316,manga-library wall,マンガライブラリーなかべ,漫畫圖書館牆,壁紙,RoomTexWallLibrary01,200,"[{'count': 10, 'itemName': '雜誌'}]",['活力型村民'],
317,classic-library wall,ライブラリーなかべ,圖書館牆,壁紙,RoomTexWallLibrary00,200,"[{'count': 10, 'itemName': '書'}]",['普通型村民'],
318,stone wall,いしのかべ,石板牆,壁紙,RoomTexWallBasement00,200,"[{'count': 10, 'itemName': '石頭'}]",['自戀型村民'],
319,wooden-knot wall,ふしありウッドウォール,木節牆,壁紙,RoomTexWallCedar00,200,"[{'count': 15, 'itemName': '硬木材'}]",['自戀型村民'],
320,modern wood wall,ミックスウッドのかべ,拼木牆,壁紙,RoomTexWallMixwood00,200,"[{'count': 5, 'itemName': '木材'}, {'count': 5, 'itemName': '軟木材'}, {'count': 5, 'itemName': '硬木材'}]",['成熟型村民'],
321,sakura-wood wall,さくらのウッドウォール,櫻花木牆,壁紙,RoomTexWallSolidWood00,200,"[{'count': 5, 'itemName': '櫻花花瓣'}, {'count': 10, 'itemName': '木材'}]",['氣球'],僅在櫻花季節期間獲得
322,bamboo wall,バンブーなかべ,竹子牆,壁紙,RoomTexWallBamboo00,200,"[{'count': 15, 'itemName': '竹子材料'}]",['暴躁型村民'],
